Phrase,Total Gematria Value
עבר בשוק אצל פנה ודרך ביתה יצעד,1757
בנשף־בערב יום באישון לילה ואפלה,1328
והנה אשה לקראתו שית זונה ונצרת לב,2665
המיה היא וסררת בביתה לא־ישכנו רגליה,2026
פעם ׀ בחוץ פעם ברחבות ואצל כל־פנה תארב,2019
והחזיקה בו ונשקה־לו העזה פניה ותאמר לו,1561
זבחי שלמים עלי היום שלמתי נדרי,1662
על־כן יצאתי לקראתך לשחר פניך ואמצאך,2288
מרבדים רבדתי ערשי חטבות אטון מצרים,2363
נפתי משכבי מר אהלים וקנמון,1490
לכה נרוה דדים עד־הבקר נתעלסה באהבים,1430
כי אין האיש בביתו הלך בדרך מרחוק,1462
צרור־הכסף לקח בידו ליום הכסא יבא ביתו,1424
הטתו ברב לקחה בחלק פתיה תדיחנו,1880
הולך אחריה פתאם כשור אל־טבח  יבוא וכעכס אל־מוסר אויל,1961
עד יפלח חץ כבדו כמהר צפור אל־פח ולא־ידע כי־בנפשו הוא,1693
ועתה בנים שמעו־לי והקשיבו לאמרי־פי,1839
אל־ישט אל־דרכיה לבך אל־תתע בנתיבותיה,2458
כי־רבים חללים הפילה ועצמים כל־הרגיה,1059
דרכי שאול ביתה ירדות אל־חדרי־מות,2307
הלא־חכמה תקרא ותבונה תתן קולה,2270
בראש־מרומים עלי־דרך בית נתיבות נצבה,2600
ליד־שערים לפי־קרת מבוא פתחים תרנה,2726
אליכם אישים אקרא וקולי אל־בני אדם,1054
הבינו פתאים ערמה וכסילים הבינו לב,1200
מעו כי־נגידים אדבר ומפתח פתי מישרים,2094
כי־אמת יהגה חכי ותועבת שפתי רשע,2776
בצדק כל־אמרי־פי אין בהם נפתל ועקש,1731
כלם נכחים למבין וישרים למצאי דעת,1561
קחו־מוסרי ואל־כסף ודעת מחרוץ נבחר,1711
כי־טובה חכמה מפנינים וכל־חפצים לא ישוו־בה,1049
א‍ני־חכמה שכנתי ערמה ודעת מזמות אמצא,2334
יראת יהוה שנאת רע גאה וגאון ׀ ודרך רע ופי תהפכות שנאתי,4001
לי־עצה ותושיה אני בינה לי גבורה,1316
בי מלכים ימלכו ורוזנים יחקקו צדק,995
בי שרים ישרו ונדיבים כל־שפטי צדק,1843
אני אהביה כ אהבי ק אהב ומשחרי ימצאנני,1045
עשר־וכבוד אתי הון עתק וצדקה,1855
טוב פריי מחרוץ ומפז  ותבואתי מכסף נבחר,2079
בארח־צדקה אהלך  בתוך נתיבות משפט,2191
להנחיל אהבי ׀ יש ואצרתיהם אמלא,1285
יהוה קנני ראשית דרכו קדם מפעליו מאז,1805
מעולם נסכתי מראש מקדמי־ארץ,1752
באין־תהמות חוללתי באין מעינות נכבדי־מים,2213
בטרם הרים הטבעו לפני גבעות חוללתי,1733
עד־לא עשה ארץ וחוצות וראש עפרות תבל,2982
בהכינו מים שם אני בחוקו חוג על־פני תהום,1414
באמצו שחקים ממעל בעזוז עינות תהום ,1856
בשומו לים ׀ חקו ומים לא יעברו־פיו בחוקו מוסדי ארץ,1592
ואהיה אצלו אמון ואהיה עשעים יום ׀ יום משחקת לפניו בכל־עת,2426
משחקת בתבל ארצו ושעשעי את־בני אדם,2843
ועתה בנים שמעו־לי ואשרי דרכי ישמרו,2346
שמעו מוסר וחכמו ואל־תפרעו,1595
אשרי אדם שמע לי לשקד על־דלתתי יום ׀ יום לשמר מזוזת פתחי,4024
כי מצאי מצאי כ מצא  ק חיים ויפק רצון מיהוה,1239
וחטאי חמס נפשו כל־משנאי אהבו מות,1489
חכמות בנתה ביתה חצבה עמודיה שבעה,1965
טבחה טבחה מסכה יינה אף ערכה שלחנה,1017
שלחה נערתיה תקרא על־גפי מרמי קרת,2962
מי־פתי יסר הנה חסר־לב אמרה לו,1452
לכו לחמו בלחמי ושתו ביין מסכתי,1544
עזבו פתאים וחיו ואשרו בדרך בינה,1452
יסר ׀ לץ לקח לו קלון ומוכיח לרשע מומו,1532
אל־תוכח לץ פן־ישנאך הוכח לחכם ויאהבך,1277
תן לחכם ויחכם־עוד הודע לצדיק ויוסף לקח,1331
תחלת חכמה יראת יהוה ודעת קדשים בינה,2549
כי־בי ירבו ימיך ויוסיפו לך שנות חיים,1392
אם־חכמת חכמת לך ולצת לבדך תשא,2310
אשת כסילות המיה פתיות ובל־ידעה מה,2355
וישבה לפתח ביתה על־כסא מרמי קרת,2429
לקרא לעברי־דרך המישרים ארחותם,2127
מי־פתי יסר הנה וחסר־לב ואמרה לו,1464
מים־גנובים ימתקו ולחם סתרים ינעם,1721
ולא־ידע כי־רפאים שם בעמקי שאול קראיה,1697
משלי שלמה  פ בן חכם ישמח־אב ובן כסיל תוגת אמו,2350
לא־יועילו אוצרות רשע וצדקה תציל ממות,2657
לא־ירעיב יהוה נפש צדיק והות רשעים יהדף,2119
ראש עשה כף־רמיה ויד חרוצים תעשיר,2585
אגר בקיץ בן משכיל נרדם בקציר בן מביש,1958
ברכות לראש צדיק ופי רשעים יכסה חמס,2282
זכר צדיק לברכה ושם רשעים ירקב,1966
חכם־לב יקח מצות ואויל פתים ילבט,1388
הולך בתם ילך בטח ומעקש דרכיו יודע,1428
קרץ  עין יתן עצבת ואויל פתים ילבט,2176
מקור חיים פי צדיק ופי רשעים יכסה חמס,1627
נאה תעורר מדנים ועל כל־פשעים תכסה אהבה,2230
בשפתי נבון תמצא חכמה ושבט לגו חסר־לב,2160
חכמים יצפנו־דעת ופי־אויל מחתה קרבה,1731
הון עשיר קרית עזו מחתת דלים רישם,2916
פעלת צדיק לחיים תבואת רשע לחטאת,2709
ארח לחיים שומר מוסר ועוזב תוכחת מתעה,2599
מכסה נאה שפתי־שקר ומוצא דבה הוא כסיל,1857
ברב דברים לא יחדל־פשע וחשך שפתיו משכיל,2523
כסף נבחר לשון צדיק לב רשעים כמעט,1801
שפתי צדיק ירעו רבים ואוילים בחסר־לב ימותו,2399
ברכת יהוה היא תעשיר ולא־יוסף עצב עמה,2114
כשחוק לכסיל עשות זמה וחכמה לאיש תבונה,2295
מגורת רשע היא תבואנו ותאות צדיקים יתן,3227
כעבור סופה  ואין רשע וצדיק יסוד עולם,1522
כחמץ ׀ לשנים וכעשן לעינים כן העצל לשלחיו,1893
יראת יהוה תוסיף ימים ושנות רשעים תקצרנה,3520
תוחלת צדיקים שמחה ותקות רשעים תאבד,3390
מעוז לתם דרך יהוה ומחתה לפעלי און,1579
צדיק לעולם בל־ימוט ורשעים לא ישכנו־ארץ,1811
פי־צדיק ינוב חכמה ולשון תהפכות תכרת,2758
שפתי צדיק ידעון רצון ופי רשעים תהפכות,3107
מאזני מרמה תועבת יהוה ואבן שלמה רצונו,2083
בא־זדון ויבא קלון ואת־צנועים חכמה,1021
תמת ישרים תנחם וסלף בוגדים ושדם כ ישדם,2863
לא־יועיל הון  ביום עברה וצדקה תציל ממות,1774
צדקת תמים תישר דרכו וברשעתו יפל רשע,3898
צדקת ישרים תצילם ובהות בגדים ילכדו,2272
במות אדם רשע תאבד תקוה ותוחלת אונים אבדה,2950
צדיק מצרה נחלץ ויבא רשע תחתיו,2130
בפה חנף ישחת רעהו ובדעת צדיקים יחלצו,2104
בטוב צדיקים תעלץ קריה ובאבד רשעים רנה,2068
בברכת ישרים תרום קרת ובפי רשעים תהרס,3913
בז־לרעהו חסר־לב ואיש תבונות יחריש,2329
הולך רכיל מגלה־סוד ונאמן־רוח מכסה דבר,1161
באין תחבלות יפל־עם ותשועה ברב יועץ,2306
רע־ירוע כי־ערב זר ושנא תקעים בוטח,2067
אשת־חן תתמך כבוד ועריצים יתמכו־עשר,3123
גמל נפשו איש חסד ועכר ארו אכזרי,1633
רשע עשה פעלת־שקר וזרע צדקה שכר אמת,3568
כן־צדקה לחיים ומרדף רעה למותו,1454
תועבת יהוה עקשי־לב ורצונו תמימי דרך,2498
יד ליד לא־ינקה רע וזרע צדיקים נמלט,1190
נזם זהב באף חזיר אשה יפה וסרת טעם,1605
תאות צדיקים אך־טוב תקות רשעים עברה,2902
יש מפזר ונוסף עוד וחושך מישר אך־למחסור,2174
נפש־ברכה תדשן ומרוה גם־הוא יורא,1940
מנע בר יקבהו לאום וברכה לראש משביר,1878
שחר טוב  יבקש רצון ודרש רעה תבואנו,2533
בוטח בעשרו הוא יפל וכעלה צדיקים יפרחו,1424
עוכר ביתו ינחל־רוח ועבד אויל לחכם־לב,1285
פרי־צדיק עץ חיים ולקח נפשות  חכם,1770
הן צדיק בארץ ישלם אף כי־רשע וחוטא,1643
אהב מוסר  אהב דעת ושנא תוכחת בער,2259
טוב יפיק רצון מיהוה ואיש מזמות ירשיע,2029
לא־יכון אדם ברשע ושרש צדיקים בל־ימוט,1891
אשת־חיל עטרת בעלה וכרקב בעצמותיו מבישה,2844
מחשבות צדיקים משפט תחבלות רשעים מרמה,3190
דברי רשעים ארב־דם ופי ישרים יצילם,1919
הפוך רשעים ואינם ובית צדיקים יעמד,1634
לפיש־כלו יהלל־איש ונעוה־לב יהיה לבוז,1106
טוב נקלה ועבד לו ממתכבד וחסר־לחם,1178
יודע צדיק נפש בהמתו ורחמי רשעים אכזרי,2299
עבד אדמתו ישבע־לחם ומרדף ריקים חסר־לב,1977
חמד רשע מצוד רעים ושרש צדיקים יתן,2602
בפשע פתים מוקש רע ויצא מצרה צדיק,2344
מפרי פי־איש ישבע־טוב וגמול ידי־אדם ישוב כ ישיב ק לו,2080
דרך אויל ישר בעיניו ושמע לעצה חכם,1608
אויל ביום יודע כעסו וכסה קלון ערום,944
יפיח אמונה יגיד צדק ועד שקרים מרמה,1446
יש בוטה כמדקרות חרב ולשון חכמים מרפא,2143
שפת־אמת תכון לעד ועד־ארגיעה לשון שקר,3156
מרמה בלב־חרשי רע וליעצי שלום שמחה,2052
לא־יאנה לצדיק כל־און ורשעים מלאו רע,1411
תועבת יהוה שפתי־שקר ועשי אמונה רצונו,3134
אדם ערום כסה דעת ולב כסילים יקרא אולת,1876
יד־חרוצים תמשול ורמיה תהיה למס,1955
דאגה בלב־איש ישחנה ודבר טוב ישמחנה,1373
יתר מרעהו צדיק ודרך רשעים תתעם,2895
לא־יחרך רמיה צידו והון־אדם יקר חרוץ,1360
בארח־צדקה חיים ודרך נתיבה אל־מות,1652
בן חכם מוסר אב ולץ לא־שמע גערה,1274
מפרי פי־איש יאכל טוב ונפש בגדים חמס,1412
נצר פיו שמר נפשו פשק פתיו מחתה־לו,2877
מתאוה ואין נפשו עצל ונפש חרצים תדשן,2683
דברש־קר ישנא צדיק ורשע יבאיש ויחפיר,2584
צדקה תצר תם־דרך ורשעה תסלף חטאת,3122
יש מתעשר ואין כל מתרושש והון רב,2952
כפר נפש־איש עשרו ורש לא־שמע גערה,2842
אור־צדיקים ישמח ונר רשעים ידעך,1799
רק־בזדון יתן מצה ואת־נועצים  חכמה,1710
הון  מהבל ימעט וקבץ על־יד ירבה,796
תוחלת ממשכה מחלה־לב ועץ חיים תאוה באה,2018
בז לדבר יחבל לו וירא מצוה הוא ישלם,1081
תורת חכם מקור חיים לסור ממקשי מות,2720
שכל־טוב  יתן־חן ודרך בגדים איתן,1635
כל־ערום יעשה בדעת וכסיל יפרש אולת,2380
